"Supporting table 1 - Dataset assembly and protein classification, Related to Figure 1",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ENSG00000203872,ENSP00000373575,C6orf163,Q5TEZ5,,,0,Non-PRD proteins
ENSG00000197599,ENSP00000373828,CCDC154,A0A590PWR5,,,0,Non-PRD proteins
ENSG00000145293,ENSP00000273920,ENOPH1,Q9UHY7,,,0,Non-PRD proteins
ENSG00000267706,ENSP00000467419,,K7EPK0,,,0,Non-PRD proteins
ENSG00000164265,ENSP00000423930,SCGB3A2,D6RBX5,,,0,Non-PRD proteins
ENSG00000120008,ENSP00000263461,WDR11,Q9BZH6,,,0,Non-PRD proteins
ENSG00000145014,ENSP00000376227,TMEM44,Q2T9K0,,,0,Non-PRD proteins
ENSG00000113119,ENSP00000252100,TMCO6,Q96DC7,,,1,Non-PRD proteins
ENSG00000171840,ENSP00000499548,NINJ2,A0A590UJR9,,,0,Non-PRD proteins
ENSG00000188186,ENSP00000387926,LAMTOR4,C9JXA7,,,0,Non-PRD proteins
ENSG00000162892,ENSP00000375795,IL24,Q13007,,,0,Non-PRD proteins
ENSG00000268655,ENSP00000489727,,A0A1B0GTJ6,,,0,Non-PRD proteins
ENSG00000156804,ENSP00000428205,FBXO32,Q969P5,,,1,Non-PRD proteins
ENSG00000158887,ENSP00000500814,MPZ,A0A5F9ZI26,,,0,Non-PRD proteins
ENSG00000114982,ENSP00000499674,KANSL3,Q9P2N6,,,0,Non-PRD proteins
ENSG00000092841,ENSP00000441750,MYL6,B7Z6Z4,,,0,Non-PRD proteins
ENSG00000261873,ENSP00000490644,SMIM36,A0A1B0GVT2,,,0,Non-PRD proteins
ENSG00000151838,ENSP00000452964,CCDC175,A0A0A0MTQ8,,,0,Non-PRD proteins
ENSG00000277277,ENSP00000491937,FAM243B,P0DPQ4,,,0,Non-PRD proteins
ENSG00000171992,ENSP00000428378,SYNPO,Q8N3V7,,,1,Non-PRD proteins
ENSG00000081019,ENSP00000261441,RSBN1,Q5VWQ0,,,1,Non-PRD proteins
ENSG00000204052,ENSP00000361518,LRRC73,Q5JTD7,,,1,Non-PRD proteins
ENSG00000284491,ENSP00000491231,THSD8,A0A1W2PP97,,,0,Non-PRD proteins
ENSG00000162086,ENSP00000499415,ZNF75A,A0A590UJE0,,,0,Non-PRD proteins
ENSG00000185942,ENSP00000502526,NKAIN3,A0A6Q8PH17,,,1,Non-PRD proteins
ENSG00000174928,ENSP00000342512,C3orf33,Q6P1S2,,,0,Non-PRD proteins
ENSG00000150873,ENSP00000370997,C2orf50,Q96LR7,,,0,Non-PRD proteins
ENSG00000181873,ENSP00000355672,IBA57,Q5T440,,,1,Non-PRD proteins
ENSG00000174514,ENSP00000480554,MFSD4A,A0A087WWW5,,,1,Non-PRD proteins
ENSG00000104613,ENSP00000381064,INTS10,Q9NVR2,,,1,Non-PRD proteins
ENSG00000166130,ENSP00000299157,IKBIP,Q70UQ0,,,1,Non-PRD proteins
ENSG00000123171,ENSP00000242819,CCDC70,Q6NSX1,,,0,Non-PRD proteins
ENSG00000198824,ENSP00000496699,CHAMP1,Q96JM3,,,0,Non-PRD proteins
ENSG00000186665,ENSP00000489720,C17orf58,A0A1B0GTI9,,,0,Non-PRD proteins
ENSG00000212710,ENSP00000375220,CTAGE1,Q96RT6,,,0,Non-PRD proteins
ENSG00000004897,ENSP00000460830,CDC27,I3L3Y5,,,1,Non-PRD proteins
ENSG00000104714,ENSP00000262109,ERICH1,Q86X53,,,1,Non-PRD proteins
ENSG00000206113,ENSP00000488922,CFAP99,A0A0U1RQC7,,,0,Non-PRD proteins
ENSG00000152223,ENSP00000282041,EPG5,Q9HCE0,,,0,Non-PRD proteins
ENSG00000118194,ENSP00000499741,TNNT2,A0A590UK91,,,1,Non-PRD proteins
ENSG00000118162,ENSP00000337850,KPTN,Q9Y664,,,1,Non-PRD proteins
ENSG00000125457,ENSP00000463493,MIF4GD,J3QLD1,,,0,Non-PRD proteins
ENSG00000124334,ENSP00000244174,IL9R,Q01113,,,0,Non-PRD proteins
ENSG00000126247,ENSP00000468041,CAPNS1,A0A0C4DGQ5,,,0,Non-PRD proteins
ENSG00000120458,ENSP00000501466,MSANTD2,A0A6I8PS01,,,0,Non-PRD proteins
ENSG00000137098,ENSP00000340982,SPAG8,Q99932,,,0,Non-PRD proteins
ENSG00000226763,ENSP00000414512,SRRM5,B3KS81,,,0,Non-PRD proteins
ENSG00000211456,ENSP00000500542,SACM1L,A0A5F9ZHN7,,,1,Viral-binding non-PRDs
ENSG00000144120,ENSP00000272521,TMEM177,Q53S58,,,0,Non-PRD proteins
ENSG00000143367,ENSP00000357842,TUFT1,Q9NNX1,,,1,Non-PRD proteins
ENSG00000170471,ENSP00000262879,RALGAPB,Q86X10,,,1,Non-PRD proteins
ENSG00000196421,ENSP00000489747,C20orf204,A0A1B0GTL2,,,0,Non-PRD proteins
ENSG00000118600,ENSP00000261234,RXYLT1,Q9Y2B1,,,1,Non-PRD proteins
ENSG00000089505,ENSP00000368814,CMTM1,Q8IZ96,,,0,Non-PRD proteins
ENSG00000176845,ENSP00000315731,METRNL,Q641Q3,,,1,Non-PRD proteins
ENSG00000140406,ENSP00000267984,TLNRD1,Q9H1K6,,,0,Non-PRD proteins
ENSG00000109321,ENSP00000421414,AREG,D6RFX5,,,1,Non-PRD proteins
ENSG00000151575,ENSP00000342169,TEX9,Q8N6V9,,,1,Non-PRD proteins
ENSG00000136243,ENSP00000401475,NUP42,C9JYA1,,,0,Non-PRD proteins
ENSG00000166435,ENSP00000339918,XRRA1,Q6P2D8,,,0,Non-PRD proteins
ENSG00000137070,ENSP00000326500,IL11RA,Q14626,,,0,Non-PRD proteins
ENSG00000161911,ENSP00000402855,TREML1,Q86YW5,,,0,Non-PRD proteins
ENSG00000168101,ENSP00000458144,NUDT16L1,Q9BRJ7,,,0,Non-PRD proteins
ENSG00000226174,ENSP00000397002,TEX22,C9J3V5,,,0,Non-PRD proteins
ENSG00000185567,ENSP00000353114,AHNAK2,Q8IVF2,,,0,Non-PRD proteins
ENSG00000118412,ENSP00000478179,CASP8AP2,A0A087WTW5,,,1,Non-PRD proteins
ENSG00000114547,ENSP00000251776,ROPN1B,Q9BZX4,,,0,Non-PRD proteins
ENSG00000284638,ENSP00000493273,,A0A286YF18,,,0,Non-PRD proteins
ENSG00000102103,ENSP00000379985,PQBP1,O60828,,,0,Non-PRD proteins
ENSG00000198680,ENSP00000350716,TUSC1,Q2TAM9,,,0,Non-PRD proteins
ENSG00000140948,ENSP00000499622,ZCCHC14,A0A590UJW6,,,1,Non-PRD proteins
ENSG00000161939,ENSP00000450085,RNASEK-C17orf49,H0YIS7,,,0,Non-PRD proteins
ENSG00000143575,ENSP00000435088,HAX1,O00165,,,0,Non-PRD proteins
ENSG00000176101,ENSP00000313752,SSNA1,O43805,,,0,Non-PRD proteins
ENSG00000130783,ENSP00000253079,CCDC62,Q6P9F0,,,0,Non-PRD proteins
ENSG00000180881,ENSP00000386959,CAPS2,Q9BXY5,,,1,Non-PRD proteins
ENSG00000145029,ENSP00000413115,NICN1,Q9BSH3,,,1,Non-PRD proteins
ENSG00000228486,ENSP00000490587,C2orf92,A0A1B0GVN3,,,0,Non-PRD proteins
ENSG00000213397,ENSP00000359230,HAUS7,Q99871,,,0,Non-PRD proteins
ENSG00000197980,ENSP00000348936,LEKR1,J3KP02,,,0,Non-PRD proteins
ENSG00000186891,ENSP00000328207,TNFRSF18,Q9Y5U5,,,0,Non-PRD proteins
ENSG00000243147,ENSP00000407385,MRPL33,F8WF37,,,0,Non-PRD proteins
ENSG00000174948,ENSP00000374390,GPR149,Q86SP6,,,1,Non-PRD proteins
ENSG00000244754,ENSP00000501390,N4BP2L2,A0A6I8PU16,,,0,Viral-binding non-PRDs
ENSG00000270170,ENSP00000488305,NCBP2AS2,Q69YL0,,,0,Non-PRD proteins
ENSG00000176406,ENSP00000499454,RIMS2,A0A590UJL1,,,0,Viral-binding non-PRDs
ENSG00000169592,ENSP00000457016,INO80E,Q8NBZ0,,,0,Non-PRD proteins
ENSG00000105954,ENSP00000222674,NPVF,Q9HCQ7,,,1,Non-PRD proteins
ENSG00000253250,ENSP00000454561,C8orf88,P0DMB2,,,0,Non-PRD proteins
ENSG00000158792,ENSP00000289805,SPATA2L,Q8IUW3,,,0,Non-PRD proteins
ENSG00000267318,ENSP00000468280,,K7ERJ3,,,0,Non-PRD proteins
ENSG00000171566,ENSP00000425147,PLRG1,D6RE04,,,0,Non-PRD proteins
ENSG00000100629,ENSP00000451162,CEP128,Q6ZU80,,,0,Non-PRD proteins
ENSG00000133794,ENSP00000501212,ARNTL,A0A669KBF4,,,0,Viral-binding non-PRDs
ENSG00000157557,ENSP00000499540,ETS2,A0A590UJP9,,,1,Non-PRD proteins
ENSG00000180697,ENSP00000316644,C3orf22,Q8N5N4,,,0,Non-PRD proteins
ENSG00000170037,ENSP00000369614,CNTROB,Q8N137,,,0,Non-PRD proteins
ENSG00000131238,ENSP00000493359,PPT1,A0A286YFL6,,,0,Viral-binding non-PRDs
ENSG00000185028,ENSP00000327675,LRRC14B,A6NHZ5,,,1,Non-PRD proteins
ENSG00000188086,ENSP00000401932,PRSS45P,A0A5K1VW68,,,0,Non-PRD proteins
ENSG00000184650,ENSP00000331086,ODF4,Q2M2E3,,,0,Non-PRD proteins
ENSG00000214367,ENSP00000500518,HAUS3,A0A5F9ZHQ7,,,1,Viral-binding non-PRDs
ENSG00000144214,ENSP00000386923,LYG1,Q8N1E2,,,0,Non-PRD proteins
ENSG00000149131,ENSP00000435431,SERPING1,E9PK97,,,1,Viral-binding non-PRDs
ENSG00000132680,ENSP00000357304,KHDC4,Q7Z7F0,,,1,Non-PRD proteins
ENSG00000158428,ENSP00000289388,CATIP,Q7Z7H3,,,0,Non-PRD proteins
ENSG00000160226,ENSP00000381047,CFAP410,O43822,,,1,Non-PRD proteins
ENSG00000135956,ENSP00000416660,TMEM127,O75204,,,0,Non-PRD proteins
ENSG00000179673,ENSP00000318032,RPRML,Q8N4K4,,,0,Non-PRD proteins
ENSG00000282881,ENSP00000489149,TMEM275,A0A0U1RQS6,,,0,Non-PRD proteins
ENSG00000138400,ENSP00000363533,MDH1B,Q5I0G3,,,1,Non-PRD proteins
ENSG00000047644,ENSP00000370242,WWC3,Q9ULE0,,,0,Non-PRD proteins
ENSG00000143107,ENSP00000359034,FNDC7,Q5VTL7,,,1,Non-PRD proteins
ENSG00000053770,ENSP00000450422,AP5M1,H0YIY0,,,1,Non-PRD proteins
ENSG00000165182,ENSP00000497334,CXorf58,A0A3B3ISQ8,,,0,Non-PRD proteins
ENSG00000139154,ENSP00000381840,AEBP2,Q6ZN18,,,1,Non-PRD proteins
ENSG00000159588,ENSP00000432172,CCDC17,Q96LX7,,,0,Non-PRD proteins
ENSG00000186409,ENSP00000499662,CCDC30,A0A590UK19,,,0,Non-PRD proteins
ENSG00000141577,ENSP00000269392,CEP131,Q9UPN4,,,0,Non-PRD proteins
ENSG00000187867,ENSP00000499271,PALM3,A0A590UJ36,,,0,Non-PRD proteins
ENSG00000137331,ENSP00000259874,IER3,P46695,,,0,Non-PRD proteins
ENSG00000277611,ENSP00000480114,,A0A087WWC5,,,0,Non-PRD proteins
ENSG00000123130,ENSP00000368605,ACOT9,Q9Y305,,,0,Non-PRD proteins
ENSG00000187806,ENSP00000340212,TMEM202,A6NGA9,,,0,Non-PRD proteins
ENSG00000101353,ENSP00000415930,MROH8,H0Y7Y5,,,0,Non-PRD proteins
ENSG00000107874,ENSP00000358953,CUEDC2,Q9H467,,,1,Non-PRD proteins
ENSG00000160789,ENSP00000501803,LMNA,A0A6Q8PFJ0,,,1,Viral-binding non-PRDs
ENSG00000053438,ENSP00000497857,NNAT,A0A3B3ITN5,,,0,Non-PRD proteins
ENSG00000173660,ENSP00000477826,UQCRH,A0A087WTF2,,,0,Viral-binding non-PRDs
ENSG00000164610,ENSP00000297157,RP9,Q8TA86,,,0,Non-PRD proteins
ENSG00000104313,ENSP00000495390,EYA1,A0A2R8Y6K4,,,1,Non-PRD proteins
ENSG00000205116,ENSP00000455099,TMEM88B,A6NKF7,,,0,Non-PRD proteins
ENSG00000176396,ENSP00000375073,EID2,Q8N6I1,,,0,Non-PRD proteins
ENSG00000174891,ENSP00000295930,RSRC1,Q96IZ7,,,0,Non-PRD proteins
ENSG00000106538,ENSP00000418483,RARRES2,Q99969,,,0,Non-PRD proteins
ENSG00000121380,ENSP00000466693,BCL2L14,K7EMX4,,,0,Non-PRD proteins
ENSG00000137497,ENSP00000377298,NUMA1,Q14980,,,1,Non-PRD proteins
ENSG00000283567,ENSP00000490220,C19orf85,A0A1B0GUS0,,,0,Non-PRD proteins
ENSG00000171533,ENSP00000307093,MAP6,Q96JE9,,,1,Non-PRD proteins
ENSG00000140992,ENSP00000455684,PDPK1,H3BQA3,,,1,Non-PRD proteins
ENSG00000177989,ENSP00000384012,ODF3B,B5MCN9,,,0,Non-PRD proteins
ENSG00000139540,ENSP00000391711,SLC39A5,C9JB28,,,0,Non-PRD proteins
ENSG00000130748,ENSP00000253047,TMEM160,Q9NX00,,,0,Non-PRD proteins
ENSG00000106211,ENSP00000502249,HSPB1,A0A6Q8PGK1,,,0,Viral-binding non-PRDs
ENSG00000184313,ENSP00000396622,MROH7,Q68CQ1,,,0,Non-PRD proteins
ENSG00000123415,ENSP00000338606,SMUG1,Q53HV7,,,0,Non-PRD proteins
ENSG00000234511,ENSP00000490013,C5orf58,C9J3I9,,,0,Non-PRD proteins
ENSG00000203499,ENSP00000489685,IQANK1,A0A1B0GTG1,,,0,Non-PRD proteins
ENSG00000153283,ENSP00000283285,CD96,P40200,,,0,Non-PRD proteins
ENSG00000140527,ENSP00000268130,WDR93,Q6P2C0,,,0,Non-PRD proteins
ENSG00000154153,ENSP00000304642,RETREG1,Q9H6L5,,,1,Non-PRD proteins
ENSG00000026751,ENSP00000357022,SLAMF7,Q9NQ25,,,0,Non-PRD proteins
ENSG00000135148,ENSP00000396526,TRAFD1,O14545,,,1,Non-PRD proteins
ENSG00000099625,ENSP00000371917,CBARP,A0A140LJL2,,,0,Non-PRD proteins
ENSG00000214046,ENSP00000486146,SMIM7,B7WNH4,,,0,Non-PRD proteins
ENSG00000163507,ENSP00000484616,CIP2A,A0A087X211,,,0,Non-PRD proteins
ENSG00000115946,ENSP00000263657,PNO1,Q9NRX1,,,0,Non-PRD proteins
ENSG00000170275,ENSP00000323696,CRTAP,O75718,,,0,Non-PRD proteins
ENSG00000204422,ENSP00000475702,,U3KQA8,,,0,Non-PRD proteins
ENSG00000155875,ENSP00000369907,SAXO1,Q8IYX7,,,1,Non-PRD proteins
ENSG00000102452,ENSP00000501955,NALCN,A0A6Q8PFS9,,,0,Non-PRD proteins
ENSG00000134369,ENSP00000356265,NAV1,Q8NEY1,,,1,Non-PRD proteins
ENSG00000234545,ENSP00000398401,FAM133B,Q5BKY9,,,0,Non-PRD proteins
ENSG00000068885,ENSP00000312778,IFT80,Q9P2H3,,,0,Non-PRD proteins
ENSG00000135315,ENSP00000385215,CEP162,Q5TB80,,,0,Non-PRD proteins
ENSG00000183621,ENSP00000406934,ZNF438,Q7Z4V0,,,1,Non-PRD proteins
ENSG00000213413,ENSP00000316675,PVRIG,Q6DKI7,,,0,Non-PRD proteins
ENSG00000101544,ENSP00000262198,ADNP2,Q6IQ32,,,0,Non-PRD proteins
ENSG00000076382,ENSP00000323300,SPAG5,Q96R06,,,1,Non-PRD proteins
ENSG00000178826,ENSP00000386879,TMEM139,Q8IV31,,,0,Non-PRD proteins
ENSG00000160953,ENSP00000487567,PWWP3A,A0A0D9SGJ8,,,0,Non-PRD proteins
ENSG00000262165,ENSP00000490255,C17orf114,A0A1B0GUV1,,,0,Non-PRD proteins
ENSG00000183354,ENSP00000382815,KIAA2026,Q5HYC2,,,0,Non-PRD proteins
ENSG00000168255,ENSP00000421085,POLR2J3,E7EWC6,,,0,Non-PRD proteins
ENSG00000203756,ENSP00000357125,TMEM244,Q5VVB8,,,0,Non-PRD proteins
ENSG00000114107,ENSP00000419231,CEP70,Q8NHQ1,,,1,Non-PRD proteins
ENSG00000140323,ENSP00000267889,DISP2,A7MBM2,,,0,Non-PRD proteins
ENSG00000258555,ENSP00000351480,SPECC1L-ADORA2A,F8WAN1,,,0,Non-PRD proteins
ENSG00000175513,ENSP00000484252,TSGA10IP,Q3SY00,,,0,Non-PRD proteins
ENSG00000115415,ENSP00000501115,STAT1,A0A669KB53,,,1,Non-PRD proteins
ENSG00000137207,ENSP00000425494,YIPF3,E7EQR8,,,1,Non-PRD proteins
ENSG00000116584,ENSP00000500802,ARHGEF2,A0A5F9ZI21,,,0,Viral-binding non-PRDs
ENSG00000234828,ENSP00000490518,IQCM,A0A1B0GVH7,,,0,Non-PRD proteins
ENSG00000163814,ENSP00000296129,CDCP1,Q9H5V8,,,1,Non-PRD proteins
ENSG00000278961,ENSP00000490209,SMIM34B,P0DPE8,,,0,Non-PRD proteins
ENSG00000162522,ENSP00000383851,KIAA1522,Q9P206,,,0,Non-PRD proteins
ENSG00000136270,ENSP00000418631,TBRG4,C9IZN7,,,1,Viral-binding non-PRDs
ENSG00000174453,ENSP00000308976,VWC2L,B2RUY7,,,1,Non-PRD proteins
ENSG00000198774,ENSP00000354884,RASSF9,O75901,,,0,Non-PRD proteins
ENSG00000254999,ENSP00000432472,BRK1,Q8WUW1,,,0,Non-PRD proteins
ENSG00000284981,ENSP00000494359,UPK3BL2,E5RIL1,,,0,Non-PRD proteins
ENSG00000159374,ENSP00000290536,M1AP,Q8TC57,,,1,Non-PRD proteins
ENSG00000204928,ENSP00000367214,GRXCR2,A6NFK2,,,1,Non-PRD proteins
ENSG00000145901,ENSP00000428187,TNIP1,Q15025,,,1,Non-PRD proteins
ENSG00000187860,ENSP00000385357,CCDC157,Q569K6,,,0,Non-PRD proteins
ENSG00000157330,ENSP00000477802,C1orf158,Q8N1D5,,,1,Non-PRD proteins
ENSG00000100427,ENSP00000379216,MLC1,Q15049,,,1,Non-PRD proteins
ENSG00000129991,ENSP00000499482,TNNI3,A0A590UJN1,,,0,Viral-binding non-PRDs
ENSG00000141574,ENSP00000269389,SECTM1,Q8WVN6,,,0,Non-PRD proteins
ENSG00000258315,ENSP00000448598,C17orf49,Q8IXM2,,,0,Non-PRD proteins
ENSG00000268193,ENSP00000471765,,M0R1B8,,,0,Non-PRD proteins
ENSG00000119661,ENSP00000452037,DNAL1,Q4LDG9,,,1,Non-PRD proteins
ENSG00000183479,ENSP00000359252,TREX2,Q9BQ50,,,0,Non-PRD proteins
ENSG00000232113,ENSP00000489890,TEX50,A0A1B0GTY4,,,0,Non-PRD proteins
ENSG00000110274,ENSP00000278935,CEP164,Q9UPV0,,,0,Non-PRD proteins
ENSG00000198780,ENSP00000373808,FAM169A,Q9Y6X4,,,1,Non-PRD proteins
ENSG00000248485,ENSP00000426296,PCP4L1,A6NKN8,,,0,Non-PRD proteins
ENSG00000265818,ENSP00000380597,EEF1E1-BLOC1S5,C9J1V9,,,0,Non-PRD proteins
ENSG00000176623,ENSP00000385927,RMDN1,Q96DB5,,,1,Non-PRD proteins
ENSG00000198624,ENSP00000347586,CCDC69,A6NI79,,,0,Non-PRD proteins
ENSG00000081870,ENSP00000360429,HSPB11,X6R7Y7,,,0,Non-PRD proteins
ENSG00000105341,ENSP00000403910,DMAC2,Q9NW81,,,0,Non-PRD proteins
ENSG00000152240,ENSP00000282058,HAUS1,Q96CS2,,,0,Non-PRD proteins
ENSG00000128944,ENSP00000249776,KNSTRN,Q9Y448,,,0,Non-PRD proteins
ENSG00000083642,ENSP00000313851,PDS5B,Q9NTI5,,,1,Non-PRD proteins
ENSG00000011600,ENSP00000468608,TYROBP,K7ES93,,,0,Non-PRD proteins
ENSG00000177558,ENSP00000323355,FAM187B,Q17R55,,,0,Non-PRD proteins
ENSG00000134575,ENSP00000500571,ACP2,A0A5F9ZHR7,,,1,Non-PRD proteins
ENSG00000198862,ENSP00000478783,LTN1,O94822,,,1,Non-PRD proteins
ENSG00000242866,ENSP00000401513,STRC,Q7RTU9,,,0,Non-PRD proteins
ENSG00000007545,ENSP00000293925,CRAMP1,Q96RY5,,,1,Non-PRD proteins
ENSG00000197620,ENSP00000420882,EOLA1,Q8TE69,,,0,Non-PRD proteins
ENSG00000188931,ENSP00000356951,CFAP126,Q5VTH2,,,1,Non-PRD proteins
ENSG00000167077,ENSP00000384115,MEI1,Q5TIA1,,,0,Non-PRD proteins
ENSG00000105479,ENSP00000501363,ODAD1,A0A6I8PTZ2,,,0,Non-PRD proteins
ENSG00000183019,ENSP00000329920,MCEMP1,Q8IX19,,,0,Non-PRD proteins
ENSG00000214376,ENSP00000386607,VSTM5,A8MXK1,,,1,Non-PRD proteins
ENSG00000167377,ENSP00000456683,ZNF23,H3BSF8,,,0,Non-PRD proteins
ENSG00000151338,ENSP00000379589,MIPOL1,Q8TD10,,,0,Non-PRD proteins
ENSG00000136155,ENSP00000302579,SCEL,O95171,,,0,Non-PRD proteins
ENSG00000156671,ENSP00000499830,SAMD8,A0A5F9ZGS6,,,1,Viral-binding non-PRDs
ENSG00000178974,ENSP00000313159,FBXO34,Q9NWN3,,,0,Non-PRD proteins
ENSG00000151320,ENSP00000280979,AKAP6,Q13023,,,1,Non-PRD proteins
ENSG00000141699,ENSP00000309432,RETREG3,Q86VR2,,,0,Non-PRD proteins
ENSG00000136425,ENSP00000258930,CIB2,O75838,,,1,Non-PRD proteins
ENSG00000204640,ENSP00000366061,NMS,Q5H8A3,,,0,Non-PRD proteins
ENSG00000128596,ENSP00000297788,CCDC136,Q96JN2,,,0,Non-PRD proteins
ENSG00000165689,ENSP00000349929,ENTR1,Q96C92,,,0,Non-PRD proteins
ENSG00000174718,ENSP00000445152,RESF1,F5H488,,,1,Viral-binding non-PRDs
ENSG00000150281,ENSP00000279804,CTF1,Q16619,,,0,Non-PRD proteins
ENSG00000177455,ENSP00000313419,CD19,P15391,,,0,Non-PRD proteins
ENSG00000145817,ENSP00000397704,YIPF5,Q969M3,,,1,Non-PRD proteins
ENSG00000187535,ENSP00000406012,IFT140,Q96RY7,,,1,Non-PRD proteins
ENSG00000171595,ENSP00000464197,DNAI2,J3QRG2,,,0,Non-PRD proteins
ENSG00000112367,ENSP00000502668,FIG4,A0A6Q8PHH5,,,1,Viral-binding non-PRDs
ENSG00000221843,ENSP00000403181,C2orf16,C9JG08,,,0,Non-PRD proteins
ENSG00000171467,ENSP00000354964,ZNF318,Q5VUA4,,,1,Non-PRD proteins
ENSG00000005448,ENSP00000006526,WDR54,Q9H977,,,0,Non-PRD proteins
ENSG00000235387,ENSP00000490606,SPAAR,A0A1B0GVQ0,,,0,Non-PRD proteins
ENSG00000164818,ENSP00000297440,DNAAF5,Q86Y56,,,1,Non-PRD proteins
ENSG00000119599,ENSP00000351147,DCAF4,Q8WV16,,,0,Non-PRD proteins
ENSG00000108641,ENSP00000499469,B9D1,A0A590UJK9,,,0,Non-PRD proteins
ENSG00000055211,ENSP00000356389,GINM1,Q9NU53,,,1,Non-PRD proteins
ENSG00000181649,ENSP00000319231,PHLDA2,Q53GA4,,,0,Non-PRD proteins
ENSG00000155858,ENSP00000286307,LSM11,P83369,,,0,Non-PRD proteins
ENSG00000163235,ENSP00000404131,TGFA,F8VNR3,,,1,Non-PRD proteins
ENSG00000185739,ENSP00000461179,SRL,I3L4D6,,,1,Non-PRD proteins
ENSG00000138311,ENSP00000378674,ZNF365,Q70YC5,,,1,Non-PRD proteins
ENSG00000172819,ENSP00000454417,RARG,H3BMK1,,,1,Non-PRD proteins
ENSG00000112078,ENSP00000419118,KCTD20,F8WF75,,,0,Non-PRD proteins
ENSG00000240204,ENSP00000454370,SMKR1,H3BMG3,,,0,Non-PRD proteins
ENSG00000198876,ENSP00000355114,DCAF12,Q5T6F0,,,1,Non-PRD proteins
ENSG00000074266,ENSP00000500914,EED,O75530,PF00400;PF00400,180-219;225-264,0,Inferred viral-binding PRDs
ENSG00000075826,ENSP00000359370,SEC31B,Q9NQW1,,,1,Non-PRD proteins
ENSG00000165660,ENSP00000298492,ABRAXAS2,Q15018,,,1,Non-PRD proteins
ENSG00000145428,ENSP00000340979,RNF175,Q8N4F7,,,0,Non-PRD proteins
ENSG00000176390,ENSP00000318804,CRLF3,Q8IUI8,,,0,Non-PRD proteins
ENSG00000141576,ENSP00000468099,RNF157,K7ER42,,,1,Non-PRD proteins
ENSG00000133985,ENSP00000256367,TTC9,Q92623,,,0,Non-PRD proteins
ENSG00000179981,ENSP00000464391,TSHZ1,Q6ZSZ6,,,1,Non-PRD proteins
ENSG00000134444,ENSP00000256858,RELCH,Q9P260,,,1,Non-PRD proteins
ENSG00000259784,ENSP00000455561,,H3BQ15,,,1,Non-PRD proteins
ENSG00000171680,ENSP00000500749,PLEKHG5,A0A5F9ZHW8,,,1,Non-PRD proteins
ENSG00000248109,ENSP00000490292,MARCOL,A0A1B0GUY1,,,0,Non-PRD proteins
ENSG00000198865,ENSP00000354888,CCDC152,Q4G0S7,,,0,Non-PRD proteins
ENSG00000101871,ENSP00000501707,MID1,A0A6Q8PF94,,,1,Non-PRD proteins
ENSG00000167874,ENSP00000301599,TMEM88,Q6PEY1,,,0,Non-PRD proteins
ENSG00000172935,ENSP00000403660,MRGPRF,Q96AM1,,,0,Non-PRD proteins
ENSG00000205002,ENSP00000367528,AARD,Q4LEZ3,,,0,Non-PRD proteins
ENSG00000158764,ENSP00000357008,ITLN2,Q8WWU7,,,0,Non-PRD proteins
ENSG00000136877,ENSP00000362344,FPGS,Q05932,,,1,Non-PRD proteins
ENSG00000132297,ENSP00000500443,HHLA1,A0A5F9ZHM0,,,0,Non-PRD proteins
ENSG00000089692,ENSP00000203629,LAG3,P18627,,,0,Non-PRD proteins
ENSG00000279765,ENSP00000486623,,A0A0D9SFI3,,,1,Non-PRD proteins
ENSG00000112584,ENSP00000440125,FAM120B,F5GY05,,,1,Non-PRD proteins
ENSG00000160563,ENSP00000498604,MED27,A0A494C0K7,,,0,Viral-binding non-PRDs
ENSG00000153944,ENSP00000501595,MSI2,A0A6Q8PF05,,,0,Non-PRD proteins
ENSG00000215595,ENSP00000383474,C20orf202,A1L168,,,0,Non-PRD proteins
ENSG00000149507,ENSP00000278855,OOSP2,Q86WS3,,,0,Non-PRD proteins
ENSG00000164645,ENSP00000297203,TEX47,Q8TBZ9,,,0,Non-PRD proteins
ENSG00000271321,ENSP00000474388,CTAGE6,Q86UF2,,,0,Non-PRD proteins
ENSG00000267303,ENSP00000467814,,K7EQG2,,,0,Non-PRD proteins
ENSG00000203867,ENSP00000358532,RBM20,Q5T481,,,0,Non-PRD proteins
ENSG00000136874,ENSP00000259400,STX17,P56962,,,1,Non-PRD proteins
ENSG00000146143,ENSP00000500708,PRIM2,A0A5F9ZHU7,,,1,Viral-binding non-PRDs
ENSG00000125375,ENSP00000351258,DMAC2L,G3V467,,,0,Non-PRD proteins
ENSG00000018610,ENSP00000494123,STEEP1,Q9H5V9,,,0,Non-PRD proteins
ENSG00000101407,ENSP00000362547,TTI1,O43156,,,1,Non-PRD proteins
ENSG00000120725,ENSP00000426858,SIL1,D6REA1,,,1,Non-PRD proteins
ENSG00000162039,ENSP00000314484,MEIOB,Q8N635,,,1,Non-PRD proteins
ENSG00000204472,ENSP00000338776,AIF1,Q5STX8,,,0,Non-PRD proteins
ENSG00000008226,ENSP00000315914,DLEC1,Q9Y238,,,1,Non-PRD proteins
ENSG00000121892,ENSP00000303427,PDS5A,Q29RF7,,,1,Non-PRD proteins
ENSG00000283247,ENSP00000489712,CCDC201,A0A1B0GTI1,,,0,Non-PRD proteins
